OTU_ID	P11	P12	P13	S1	S2	S3	V2	V3
d__Bacteria;p__Actinobacteriota;c__RBG-16-55-12;o__RBG-16-55-12;f__RBG-16-55-12;g__RBG-16-55-12	38.0	0.0	138.0	4.0	22.0	0.0	9.0	29.0
d__Bacteria;p__Firmicutes;c__Bacilli;__;__;__	3.0	9.0	2.0	0.0	0.0	0.0	7.0	0.0
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Frankiales;__;__	0.0	0.0	0.0	0.0	0.0	7.0	0.0	12.0
d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;g__Treponema	0.0	0.0	0.0	10.0	5.0	4.0	0.0	0.0
d__Bacteria;p__Firmicutes;c__Bacilli;o__Paenibacillales;f__Paenibacillaceae;g__uncultured	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__SB-5;g__SB-5	0.0	57.0	37.0	276.0	253.0	239.0	171.0	187.0
d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__Pirellula	0.0	0.0	16.0	13.0	3.0	0.0	0.0	3.0
d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Tepidisphaerales;f__WD2101_soil_group;g__WD2101_soil_group	0.0	0.0	0.0	30.0	24.0	42.0	0.0	12.0
d__Bacteria;p__Chloroflexi;c__Dehalococcoidia;__;__;__	0.0	5.0	100.0	287.0	403.0	252.0	114.0	281.0
d__Bacteria;p__Chloroflexi;c__Dehalococcoidia;o__vadinBA26;f__vadinBA26;g__vadinBA26	0.0	0.0	0.0	106.0	72.0	29.0	69.0	50.0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__uncultured	0.0	0.0	0.0	271.0	364.0	476.0	53.0	65.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__Microbacter	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Gammaproteobacteria_Incertae_Sedis;f__Unknown_Family;g__Candidatus_Berkiella	0.0	8.0	6.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae;g__Aeromicrobium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia	0.0	0.0	0.0	153.0	183.0	327.0	198.0	349.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Muribaculaceae	0.0	0.0	0.0	335.0	331.0	722.0	791.0	593.0
d__Bacteria;p__Armatimonadota;c__DG-56;o__DG-56;f__DG-56;g__DG-56	0.0	0.0	24.0	82.0	103.0	171.0	0.0	18.0
d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;__;__	0.0	0.0	0.0	2973.0	3076.0	2556.0	406.0	612.0
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus	0.0	46.0	146.0	514.0	783.0	902.0	1207.0	743.0
d__Bacteria;p__Cyanobacteria;c__Vampirivibrionia;o__Gastranaerophilales;f__Gastranaerophilales;g__Gastranaerophilales	14.0	7.0	93.0	23.0	0.0	8.0	0.0	0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Nitrosomonadaceae;g__MND1	0.0	0.0	24.0	30.0	16.0	63.0	0.0	14.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Oxobacteraceae;g__Oxobacter	0.0	0.0	0.0	14.0	33.0	0.0	13.0	0.0
d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__ADurb.Bin180;f__ADurb.Bin180;g__ADurb.Bin180	0.0	36.0	96.0	21.0	31.0	9.0	30.0	33.0
d__Bacteria;p__Elusimicrobiota;c__Endomicrobia;o__Endomicrobiales;f__Endomicrobiaceae;g__Endomicrobium	0.0	0.0	0.0	73.0	76.0	63.0	3.0	11.0
d__Bacteria;p__NKB15;c__NKB15;o__NKB15;f__NKB15;g__NKB15	26.0	23.0	46.0	302.0	354.0	272.0	56.0	26.0
d__Bacteria;p__Patescibacteria;c__ABY1;__;__;__	0.0	0.0	0.0	7.0	3.0	0.0	3.0	2.0
d__Bacteria;p__Bdellovibrionota;c__Oligoflexia;o__0319-6G20;f__0319-6G20;g__0319-6G20	0.0	2.0	6.0	78.0	213.0	186.0	10.0	2.0
d__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__Ktedonobacterales;f__Ktedonobacteraceae;g__Thermosporothrix	0.0	0.0	0.0	5.0	7.0	0.0	0.0	0.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__ST-12K33;g__ST-12K33	0.0	171.0	77.0	4.0	0.0	0.0	4.0	0.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_sensu_stricto_9	0.0	0.0	0.0	60.0	108.0	13.0	0.0	0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Hydrogenophilaceae;g__Hydrogenophilus	0.0	0.0	0.0	0.0	0.0	11.0	0.0	9.0
d__Bacteria;p__CK-2C2-2;c__CK-2C2-2;o__CK-2C2-2;f__CK-2C2-2;g__CK-2C2-2	17.0	0.0	28.0	0.0	0.0	0.0	13.0	17.0
d__Bacteria;p__Acidobacteriota;__;__;__;__	0.0	8.0	0.0	16.0	51.0	25.0	0.0	0.0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__SWB02	0.0	0.0	0.0	11.0	0.0	18.0	0.0	0.0
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__Pedosphaeraceae;g__uncultured	0.0	0.0	0.0	249.0	163.0	97.0	22.0	21.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia;f__Hungateiclostridiaceae;g__uncultured	0.0	0.0	0.0	98.0	156.0	35.0	0.0	0.0
d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Micrarchaeales;f__CG1-02-32-21;g__CG1-02-32-21	0.0	0.0	0.0	18.0	0.0	11.0	0.0	2.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerocolumna	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0
d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Lokiarchaeia;f__Lokiarchaeia;g__Lokiarchaeia	108.0	118.0	392.0	427.0	362.0	93.0	83.0	76.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Sutterellaceae;g__Parasutterella	0.0	0.0	0.0	64.0	110.0	167.0	38.0	149.0
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Oceanobacillus	0.0	0.0	0.0	18.0	74.0	20.0	13.0	44.0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__uncultured;g__uncultured	0.0	0.0	0.0	23.0	17.0	36.0	7.0	8.0
d__Bacteria;p__Armatimonadota;c__Fimbriimonadia;o__Fimbriimonadales;f__Fimbriimonadaceae;g__Fimbriimonadaceae	0.0	0.0	0.0	52.0	35.0	80.0	3.0	11.0
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micrococcales;f__Intrasporangiaceae;__	0.0	93.0	0.0	4.0	13.0	13.0	17.0	20.0
d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__mle1-8;f__mle1-8;g__mle1-8	3.0	0.0	22.0	0.0	5.0	13.0	0.0	0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cellvibrionales;f__BD2-7;g__BD2-7	0.0	0.0	0.0	0.0	0.0	0.0	43.0	0.0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;__	0.0	0.0	0.0	129.0	154.0	149.0	15.0	28.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Monoglobales;f__Monoglobaceae;g__Monoglobus	0.0	0.0	0.0	0.0	8.0	23.0	6.0	0.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidetes_vadinHA17;g__Bacteroidetes_vadinHA17	4.0	0.0	32.0	7167.0	6838.0	5333.0	552.0	917.0
d__Bacteria;p__Chloroflexi;c__AD3;o__AD3;f__AD3;g__AD3	0.0	0.0	0.0	29.0	40.0	0.0	5.0	17.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides	0.0	0.0	0.0	845.0	920.0	4844.0	530.0	7023.0
d__Bacteria;p__Sumerlaeota;c__Sumerlaeia;o__Sumerlaeales;f__Sumerlaeaceae;g__Sumerlaea	0.0	3.0	3.0	69.0	56.0	110.0	6.0	8.0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;__	2.0	544.0	3.0	251.0	6.0	40.0	51.0	0.0
d__Bacteria;p__Acidobacteriota;c__Holophagae;o__Subgroup_7;f__Subgroup_7;g__Subgroup_7	0.0	5.0	0.0	31.0	16.0	26.0	29.0	36.0
d__Bacteria;p__Patescibacteria;c__Parcubacteria;o__Parcubacteria;f__Parcubacteria;g__Parcubacteria	0.0	0.0	0.0	57.0	24.0	0.0	3.0	0.0
d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__Thermoanaerobaculales;f__Thermoanaerobaculaceae;g__Thermoanaerobaculum	0.0	0.0	5.0	0.0	0.0	0.0	6.0	0.0
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Atopobium	0.0	0.0	0.0	49.0	425.0	63.0	20.0	25.0
d__Bacteria;p__Myxococcota;c__Polyangia;o__Blfdi19;f__Blfdi19;g__Blfdi19	0.0	0.0	0.0	20.0	5.0	4.0	0.0	0.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Defluviitaleaceae;g__Defluviitaleaceae_UCG-011	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Morganellaceae;g__Providencia	0.0	0.0	0.0	7.0	0.0	18.0	61.0	0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cellvibrionales;f__Microbulbiferaceae;g__Microbulbifer	0.0	320.0	2.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Planctomycetota;c__Pla4_lineage;o__Pla4_lineage;f__Pla4_lineage;g__Pla4_lineage	0.0	2.0	0.0	75.0	118.0	95.0	12.0	21.0
d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__RBG-13-54-9;f__RBG-13-54-9;g__RBG-13-54-9	0.0	0.0	0.0	1466.0	1512.0	2299.0	140.0	352.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;__	0.0	62.0	0.0	0.0	0.0	0.0	14.0	0.0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas	0.0	0.0	0.0	89.0	183.0	64.0	53.0	50.0
d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__MD2894-B20;f__MD2894-B20;g__MD2894-B20	0.0	0.0	0.0	0.0	0.0	0.0	4.0	7.0
d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Subgroup_12;f__Subgroup_12;g__Subgroup_12	0.0	0.0	0.0	34.0	80.0	67.0	0.0	6.0
d__Bacteria;p__Cloacimonadota;c__Cloacimonadia;o__Cloacimonadales;f__Cloacimonadales;g__Cloacimonadales	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0
d__Archaea;__;__;__;__;__	19.0	2.0	34.0	112.0	145.0	7.0	46.0	22.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__NS4_marine_group	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Desulfobacterota;c__Desulfobaccia;o__Desulfobaccales;f__Desulfobaccaceae;g__Desulfobacca	107.0	143.0	169.0	106.0	62.0	91.0	42.0	35.0
d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__Candidatus_Woesebacteria;f__Candidatus_Woesebacteria;g__Candidatus_Woesebacteria	0.0	4.0	0.0	26.0	10.0	3.0	0.0	5.0
d__Bacteria;p__Chloroflexi;c__Dehalococcoidia;o__Sh765B-TzT-20;f__Sh765B-TzT-20;g__Sh765B-TzT-20	0.0	0.0	0.0	24.0	10.0	15.0	0.0	0.0
d__Bacteria;p__Desulfobacterota;c__Syntrophobacteria;o__Syntrophobacterales;f__uncultured;g__uncultured	776.0	1463.0	1558.0	250.0	194.0	154.0	334.0	332.0
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__S-BQ2-57_soil_group;f__S-BQ2-57_soil_group;g__S-BQ2-57_soil_group	0.0	0.0	0.0	165.0	182.0	73.0	18.0	22.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Chromobacteriaceae;g__Aquitalea	0.0	0.0	0.0	642.0	1902.0	891.0	110.0	123.0
d__Bacteria;p__Fibrobacterota;c__Fibrobacteria;o__Fibrobacterales;f__B122;g__B122	0.0	0.0	0.0	249.0	333.0	275.0	23.0	64.0
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__FS118-23B-02;f__FS118-23B-02;g__FS118-23B-02	0.0	0.0	39.0	0.0	0.0	5.0	0.0	3.0
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus	0.0	0.0	0.0	11.0	26.0	41.0	18.0	30.0
d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Solobacterium	0.0	0.0	0.0	3.0	0.0	10.0	9.0	5.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;__	0.0	2.0	0.0	91.0	107.0	179.0	72.0	245.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes	0.0	0.0	0.0	102.0	168.0	227.0	83.0	198.0
d__Bacteria;p__Latescibacterota;c__Latescibacteria;o__Latescibacterales;f__Latescibacteraceae;g__Candidatus_Latescibacter	0.0	16.0	5.0	131.0	174.0	111.0	13.0	61.0
d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__RF39;g__RF39	0.0	0.0	0.0	9.0	4.0	29.0	14.0	15.0
d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae_(Subgroup_1);__	0.0	0.0	0.0	64.0	26.0	51.0	5.0	8.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Uliginosibacterium	0.0	0.0	0.0	198.0	207.0	103.0	27.0	19.0
d__Bacteria;p__Zixibacteria;c__Zixibacteria;o__Zixibacteria;f__Zixibacteria;g__Zixibacteria	2.0	30.0	46.0	1847.0	1846.0	1581.0	352.0	469.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Ralstonia	0.0	0.0	0.0	0.0	33.0	39.0	0.0	0.0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Roseiarcus	0.0	0.0	0.0	0.0	16.0	0.0	7.0	0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Coxiellales;f__Coxiellaceae;g__Coxiella	0.0	9.0	43.0	387.0	256.0	177.0	49.0	74.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_sensu_stricto_7	135.0	281.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Spirochaetota;c__Leptospirae;o__Leptospirales;f__Leptospiraceae;g__RBG-16-49-21	0.0	0.0	0.0	1138.0	1269.0	1110.0	182.0	242.0
d__Bacteria;p__Patescibacteria;c__Gracilibacteria;o__Gracilibacteria;f__Gracilibacteria;g__Gracilibacteria	0.0	6.0	0.0	7.0	4.0	6.0	0.0	0.0
d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;__	316.0	1001.0	248.0	0.0	4.0	24.0	0.0	0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales;f__Vibrionaceae;g__Vibrio	0.0	52.0	520.0	1961.0	39.0	37.0	36.0	12.0
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium	0.0	0.0	0.0	33.0	30.0	21.0	71.0	17.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospiraceae_UCG-010	0.0	0.0	0.0	15.0	14.0	37.0	0.0	31.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia;f__Hungateiclostridiaceae;__	0.0	9.0	21.0	153.0	163.0	123.0	14.0	22.0
d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__RBG-16-58-14	0.0	0.0	0.0	1554.0	1266.0	1049.0	176.0	262.0
d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium	0.0	0.0	0.0	317.0	151.0	144.0	2.0	27.0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Micavibrionales;f__Micavibrionaceae;g__uncultured	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0
d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__Pelolinea	0.0	0.0	0.0	77.0	130.0	42.0	14.0	16.0
d__Bacteria;p__Bacteroidota;c__SJA-28;o__SJA-28;f__SJA-28;g__SJA-28	0.0	0.0	0.0	1054.0	913.0	1222.0	137.0	176.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Nitrosomonadaceae;g__mle1-7	0.0	0.0	0.0	343.0	362.0	505.0	59.0	57.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Saccharospirillaceae;g__uncultured	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Verrucomicrobiota;c__Chlamydiae;o__Chlamydiales;f__Parachlamydiaceae;g__Neochlamydia	0.0	0.0	4.0	48.0	42.0	21.0	0.0	19.0
d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__uncultured	90.0	542.0	370.0	98.0	85.0	39.0	0.0	13.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Alcanivoracaceae1;g__Alcanivorax	0.0	0.0	0.0	27.0	0.0	5.0	0.0	0.0
d__Bacteria;p__Acidobacteriota;c__Subgroup_22;o__Subgroup_22;f__Subgroup_22;g__Subgroup_22	45.0	79.0	65.0	66.0	30.0	64.0	34.0	6.0
d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Koribacteraceae;g__Candidatus_Koribacter	0.0	0.0	0.0	69.0	118.0	108.0	0.0	0.0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Mitochondria;g__Mitochondria	0.0	0.0	2.0	23.0	39.0	27.0	288.0	27.0
d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__MSBL9;f__GWC2-45-44;g__GWC2-45-44	0.0	0.0	0.0	40.0	36.0	50.0	0.0	0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Oleiphilaceae;g__Oleiphilus	0.0	0.0	0.0	282.0	0.0	7.0	0.0	0.0
d__Bacteria;p__Chloroflexi;c__Dehalococcoidia;o__FS117-23B-02;f__FS117-23B-02;g__FS117-23B-02	7.0	23.0	69.0	91.0	49.0	20.0	10.0	12.0
d__Bacteria;p__Elusimicrobiota;c__Lineage_IIb;o__Lineage_IIb;f__Lineage_IIb;g__Lineage_IIb	0.0	0.0	0.0	76.0	40.0	41.0	10.0	9.0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Magnetospiraceae;g__uncultured	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Moraxella	0.0	0.0	0.0	12.0	18.0	12.0	30.0	26.0
d__Bacteria;p__Firestonebacteria;c__Firestonebacteria;o__Firestonebacteria;f__Firestonebacteria;g__Firestonebacteria	0.0	0.0	0.0	66.0	120.0	102.0	5.0	14.0
d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__GW2011;g__AR15	0.0	0.0	0.0	296.0	80.0	32.0	14.0	10.0
d__Bacteria;p__Chloroflexi;c__Anaerolineae;__;__;__	0.0	27.0	21.0	64.0	116.0	24.0	11.0	17.0
d__Bacteria;p__Patescibacteria;c__Parcubacteria;o__GWB1-42-6;f__GWB1-42-6;g__GWB1-42-6	0.0	0.0	0.0	44.0	16.0	14.0	0.0	0.0
d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Planctomycetales;f__Gimesiaceae;g__uncultured	0.0	74.0	41.0	0.0	0.0	0.0	3.0	0.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Stomatobaculum	0.0	0.0	0.0	0.0	0.0	16.0	9.0	7.0
d__Bacteria;p__Desulfobacterota;c__Syntrophobacteria;o__Syntrophobacterales;f__Syntrophobacteraceae;g__Syntrophobacter	0.0	0.0	0.0	406.0	395.0	309.0	38.0	63.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Candidatus_Arthromitus	0.0	0.0	0.0	77.0	308.0	70.0	29.0	46.0
d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__Anaerolinea	0.0	0.0	0.0	419.0	468.0	692.0	58.0	102.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidetes_BD2-2;g__Bacteroidetes_BD2-2	68.0	2.0	0.0	26.0	11.0	6.0	76.0	68.0
d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfocapsaceae;__	100.0	1198.0	0.0	4.0	0.0	0.0	10.0	0.0
d__Bacteria;p__Fibrobacterota;c__Fibrobacteria;o__Fibrobacterales;f__Fibrobacterales;g__BBMC-4	0.0	0.0	2.0	27.0	29.0	50.0	20.0	13.0
d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__Phycisphaeraceae;g__SM1A02	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcaceae;g__Romboutsia	595.0	1247.0	959.0	99.0	103.0	40.0	37.0	57.0
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__DEV007;g__DEV007	0.0	54.0	29.0	7.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Patescibacteria;c__Gracilibacteria;o__Candidatus_Peregrinibacteria;f__Candidatus_Peregrinibacteria;g__Candidatus_Peregrinibacteria	0.0	2.0	6.0	6.0	3.0	0.0	0.0	0.0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__SM2D12;g__SM2D12	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__Microtrichaceae;g__Sva0996_marine_group	0.0	122.0	74.0	9.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Acidobacteriota;c__Holophagae;o__Holophagales;f__Holophagaceae;g__uncultured	0.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Chloroflexi;c__Dehalococcoidia;o__t0.6.f;f__t0.6.f;g__t0.6.f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
d__Bacteria;p__Chloroflexi;c__Chloroflexia;o__Thermomicrobiales;f__JG30-KF-CM45;g__JG30-KF-CM45	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0
d__Bacteria;p__Myxococcota;c__Polyangia;o__MidBa8;f__MidBa8;g__MidBa8	0.0	3.0	0.0	22.0	0.0	11.0	0.0	0.0
d__Bacteria;p__Desulfobacterota;c__Syntrophorhabdia;o__Syntrophorhabdales;f__Syntrophorhabdaceae;g__Syntrophorhabdus	0.0	0.0	0.0	1927.0	1708.0	1547.0	186.0	296.0
d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__Victivallales;f__GWF2-44-16;g__GWF2-44-16	0.0	0.0	0.0	9.0	10.0	5.0	0.0	0.0
d__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales-Selenomonadales;f__Sporomusaceae;__	0.0	0.0	0.0	4.0	0.0	0.0	3.0	0.0
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Puniceicoccaceae;g__Verruc-01	0.0	0.0	0.0	3.0	0.0	0.0	8.0	0.0
d__Bacteria;p__Firmicutes;c__Limnochordia;o__Limnochordia;f__Limnochordia;g__Hydrogenispora	0.0	13.0	0.0	141.0	214.0	44.0	17.0	25.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__uncultured	0.0	0.0	0.0	6.0	7.0	13.0	7.0	6.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Cloacibacterium	0.0	0.0	0.0	3.0	10.0	13.0	10.0	8.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Shuttleworthia	0.0	0.0	0.0	449.0	3697.0	433.0	194.0	348.0
d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Gemmatales;f__Gemmataceae;g__uncultured	0.0	37.0	61.0	7.0	3.0	12.0	0.0	13.0
d__Bacteria;p__Verrucomicrobiota;c__Chlamydiae;o__Chlamydiales;f__Chlamydiaceae;g__uncultured	3.0	2.0	0.0	8.0	31.0	0.0	0.0	0.0
d__Bacteria;p__Desulfobacterota;__;__;__;__	0.0	5.0	0.0	11.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfosarcinaceae;g__Sva0081_sediment_group	0.0	1733.0	654.0	22.0	0.0	11.0	360.0	155.0
d__Bacteria;p__Chloroflexi;c__Dehalococcoidia;o__RBG-13-46-9;f__RBG-13-46-9;g__RBG-13-46-9	0.0	0.0	0.0	182.0	208.0	156.0	75.0	60.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira	0.0	0.0	0.0	60.0	79.0	204.0	42.0	206.0
